V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
0.3477019939,0.4044699705,0.4674930416,0.5593802905,0.506758165,0.39268378377,0.6435318026,1.1735999434,1.672900111,2.44070925,3.08408342,3.98742852,4.46907505,4.63692009,4.3048692,3.64212627,2.54079514,1.894406355,1.1295772992,0.869685969,0.6852605503
0.3593644594,0.4528772343,0.49466784,0.5073475251,0.4275383863,0.56951184371,0.6212318634,1.1778608866,1.542458134,2.4080825,3.16191314,4.06685075,4.49229006,4.77037206,4.24634263,3.6531186,2.69636532,1.829628154,1.4108499186,0.8252507,0.55171643396
0.3654804638,0.3808706809,0.3751836024,0.4403119285,0.380722765,0.61820124926,0.86522433402,1.0930922443,1.667172489,2.29223164,3.13112255,4.11432039,4.44701392,4.66466054,4.26046652,3.67012656,2.53096882,1.758667275,1.3044505014,0.8446146978,0.57559068394
0.3626705444,0.3517355867,0.3758215202,0.5460928643,0.4475688021,0.71723452214,0.84272090882,0.883615687,1.552556483,2.30915418,3.11504483,4.04784809,4.4734866,4.64339937,4.24232523,3.64936509,2.58168825,1.827040494,1.1914559554,0.765168197,0.54822451858
0.3544167976,0.4501168998,0.4470019118,0.5324773363,0.5329254826,0.59836122805,0.78912319864,1.2771830252,1.601541286,2.37744626,3.15977639,4.0562365,4.51619561,4.74948126,4.1814752,3.64930412,2.68740018,1.828222607,1.2236343064,0.8405281838,0.63318953249
0.3512812159,0.4582176561,0.576758411,0.5007176368,0.4815735252,0.61602722732,0.76992107602,1.0401710684,1.646394885,2.37095904,3.11541836,4.05903117,4.46489119,4.63203377,4.27427395,3.45719567,2.70186527,1.83682204,1.2059157312,0.8625894638,0.67346979285
0.3578782672,0.4114065178,0.560554885,0.5610174241,0.4809222559,0.52918329005,0.7619145938,1.029763908,1.535349394,2.32545952,3.15233873,4.05737396,4.47097628,4.65859157,4.3036791,3.58878316,2.6198516,1.90881457,1.2342208974,0.8141530268,0.64830387759
0.3205792261,0.412308117,0.437936019,0.3178073227,0.3553901208,0.65500530098,0.70464333222,1.2114541659,1.45092284,2.25856885,3.12395694,4.03546697,4.48129393,4.53249634,4.19453065,3.59804866,2.65177566,1.679635223,1.354719665,0.858129267,0.5841990021
0.4071389774,0.3827345543,0.5233538798,0.5036510676,0.4696265439,0.46219626122,0.63576529166,1.0173296766,1.492750168,2.30651791,3.21214499,4.08273769,4.43496577,4.73736779,4.21414652,3.63250352,2.82812741,1.816202792,1.1495306926,0.8202055688,0.61799974736
0.2589226351,0.429220607,0.6343877946,0.4175170213,0.5803438655,0.57115705564,0.90022535442,1.0938889057,1.696196122,2.40404074,3.11930591,4.06068862,4.58553541,4.657767,4.20683066,3.61412655,2.63250505,1.699608515,1.3133020296,0.837424823,0.56268234249
0.3207046843,0.4420382578,0.6143423154,0.5121465966,0.4384203755,0.6937395116,0.53170976872,1.1778607304,1.704454434,2.43393779,3.08948605,4.09936795,4.54644175,4.63655886,4.2592563,3.66832276,2.70378663,1.874489806,1.3667223184,0.856922821,0.63913608936
0.3329342688,0.3685733083,0.6849127192,0.5118977862,0.5813038987,0.50029147102,0.777276217,1.0888592635,1.608779899,2.36232702,3.14606293,4.05175184,4.45915142,4.67302808,4.30631553,3.53862036,2.53510805,1.745396448,1.2745720006,0.8156194238,0.64412766137
0.3777590361,0.2632270514,0.4073890416,0.36111178,0.5842609006,0.58808359769,0.62136950962,1.0796142736,1.647036746,2.34943793,3.15671363,4.0954034,4.47870641,4.55261553,4.19831248,3.59230894,2.73261128,1.848427444,1.2748546008,0.8081248628,0.80571344542
0.2817064136,0.4125542966,0.4864453284,0.5380135632,0.3791337979,0.54280624375,0.85086302574,1.1136184089,1.468674178,2.38809698,3.19133888,4.00885215,4.44739168,4.67589218,4.07185127,3.53740177,2.6739221,1.875558325,1.2480399196,0.8309741454,0.62030654856
0.3680086714,0.4160528512,0.581068874,0.5889553558,0.5857594597,0.67083683295,0.71171072632,1.1517492672,1.533744848,2.29816634,3.18891383,4.02165176,4.58692443,4.65322961,4.16286647,3.56161166,2.72618898,1.905272475,1.3491744918,0.8358852508,0.5307180945
0.3500079836,0.3515378625,0.4516814902,0.3639774546,0.3907598245,0.53687659187,0.53433043134,1.1362877242,1.629143232,2.3365206,3.09823185,4.02796835,4.61370622,4.71684627,4.31858291,3.58552518,2.67224852,1.831598188,1.2880965422,0.808388906,0.69324769183
0.3687999504,0.4459951877,0.340085913,0.379432295,0.490571767,0.51638126208,0.7844603631,0.8564775322,1.705677165,2.28475725,3.13676068,4.05421355,4.55675142,4.63775321,4.22594289,3.5470127,2.68942718,2.03497098,1.223123446,0.7927823554,0.62425016784
0.312881116,0.2949832249,0.4202463064,0.5567202797,0.6463379156,0.60177394547,0.6379276777,1.0591127787,1.704036014,2.40073423,3.1411112,4.01854848,4.45820891,4.58613594,4.26248951,3.62989148,2.68556403,1.832503978,1.266852173,0.8420108768,0.61833804034
0.4220367135,0.3612023617,0.5764110236,0.5404053046,0.4376334858,0.47529350022,0.80037703894,1.1031373828,1.572899373,2.37342062,3.16893244,3.99305053,4.48656668,4.59844415,4.15398682,3.58130056,2.61936816,1.794584377,1.2885234926,0.836364538,0.57758322545
0.2946379003,0.4406016267,0.4140746276,0.6349431049,0.4629733601,0.53354036622,0.74500484304,1.0631100477,1.502718639,2.37286421,3.14700118,4.0550016,4.53883347,4.57972199,4.25691634,3.51271625,2.66040341,1.829538673,1.22432982,0.7984326888,0.59570900145
0.2993819938,0.4941701336,0.433168362,0.5403200233,0.4846967954,0.60968326591,0.81377348842,1.2731618966,1.557885917,2.42201968,3.1328488,4.07835854,4.57609123,4.60210417,4.30462987,3.60317108,2.64184779,1.957173789,1.187230807,0.7761724188,0.58337006142
0.4768295357,0.4915101773,0.584329527,0.4385105114,0.5047351749,0.56959357472,0.93617355862,1.1923942903,1.636548371,2.31645385,3.14925978,4.01285749,4.54262779,4.70932742,4.21096174,3.6145001,2.48748834,1.870009374,1.3009695148,0.811472073,0.6010690927
0.3001629952,0.4760846903,0.5523402248,0.6638738156,0.480878543,0.63452600258,0.64016568486,1.1311011574,1.58441147,2.32326999,3.15587664,4.09008208,4.52592432,4.64665708,4.2481787,3.59723231,2.51978189,1.83644417,1.219000402,0.7869613566,0.47286773039
0.2850426448,0.4298847196,0.694738765,0.4124963068,0.5019863986,0.54479319217,0.8035353347,1.0891936344,1.579386606,2.37036205,3.12378223,4.02021401,4.53254543,4.53777268,4.21414631,3.55646923,2.50576764,1.89047827,1.1548558892,0.7901866724,0.5665434788
0.4383894121,0.379630345,0.46747565,0.4199765914,0.3820505928,0.5991721399,0.83131858202,1.124796651,1.609726327,2.37535025,3.0243504,3.96830036,4.45971603,4.6588962,4.27315232,3.58342919,2.6881923,1.88793135,1.3261792082,0.8093922518,0.58443787491
0.2836761155,0.5121543271,0.4944632186,0.4040505628,0.4729355528,0.43827858601,0.9875748904,0.9403555625,1.587490366,2.39278059,3.0778644,4.08795318,4.44881748,4.73806655,4.21047028,3.69703793,2.62681004,1.761535179,1.2450621376,0.8157169376,0.75201619842
0.380437329,0.3628962724,0.6461880906,0.4876153578,0.5252002222,0.47641465301,0.8916627199,1.1594390727,1.636694622,2.35580334,3.17593936,4.02162337,4.49560885,4.63510875,4.36594705,3.61087686,2.57988469,1.756351992,1.232209737,0.828630278,0.63936763774
0.4091391956,0.4551150504,0.5887556822,0.5563739329,0.5066173014,0.63557477099,0.78562238774,1.2241924504,1.497177951,2.29533502,3.1749078,4.06946275,4.41180761,4.6399872,4.22866431,3.62466367,2.6428999,1.856921283,1.2721370302,0.8483071626,0.68523834697
0.3353349469,0.4442396648,0.5709794814,0.7830867735,0.465873127,0.58697332582,0.75584415452,0.9158002592,1.420737397,2.33840945,3.127686,3.94486617,4.48249219,4.60688917,4.34006343,3.55585985,2.56175146,1.821727261,1.2250242054,0.847417533,0.54632590991
0.3511196559,0.3510860282,0.4335320286,0.7228699356,0.382515481,0.59295533237,0.80877679242,1.1374858549,1.582152948,2.33355126,3.10941864,4.03760775,4.4524285,4.72231769,4.40001184,3.59763034,2.66614746,1.738933656,1.3482973724,0.8234673918,0.69618998579
0.4185994892,0.3683114973,0.3979192776,0.4141812569,0.4183096125,0.51743999495,0.70455015026,1.0759169048,1.681986945,2.32741739,3.08113035,4.04920508,4.56191836,4.58592481,4.24602188,3.63771924,2.75548095,1.930193351,1.2034216728,0.850646886,0.58139712974
0.2456274863,0.39675283,0.320270645,0.4939634863,0.5267613976,0.53395940179,0.82849249042,1.2949182964,1.577359577,2.36696613,3.11216063,4.04307147,4.57099731,4.52580999,4.27075181,3.63661841,2.7350444,1.883024324,1.1930795854,0.8431157968,0.6315393673
0.3042407578,0.3764127093,0.2380107706,0.5420824516,0.4468537815,0.59544724921,0.7727188084,0.8688416099,1.623675653,2.26497486,3.18369001,4.04799046,4.45242465,4.61461544,4.2224736,3.63405517,2.63174529,1.858944258,1.0855114726,0.81965308,0.59012956439
0.4422570997,0.4632816502,0.529272749,0.5447033816,0.5220238099,0.5549160047,0.81372021202,1.0793020986,1.728217663,2.44460884,3.09918206,4.06266274,4.52973031,4.60177107,4.22650741,3.6611818,2.72282175,1.775659154,1.3380483478,0.8559235828,0.66491619359
0.3042689878,0.4566339712,0.5522956406,0.5320611304,0.4384253972,0.62896843658,0.68521292242,1.2143187507,1.464490251,2.27253452,3.15589729,4.09789731,4.47308435,4.59556024,4.23100014,3.67950603,2.57260937,1.918214255,1.1879004034,0.8004231418,0.6090313961
0.5583329398,0.3468763985,0.5013817526,0.6712310301,0.4154549727,0.56393802612,0.78670750142,0.9271826069,1.547820091,2.34193128,3.19048993,4.04359123,4.51279536,4.7734147,4.24898719,3.63812949,2.54700189,1.957027535,1.350982596,0.7437893976,0.57083195857
0.3809189172,0.4738438168,0.4442675738,0.4861705283,0.4433318816,0.61731251519,0.73175599212,0.9276788269,1.744762605,2.36826181,3.17917692,4.02078641,4.39387767,4.69778271,4.26086472,3.5542431,2.65353858,1.959131851,1.337110323,0.8777451698,0.59047768086
0.3128990907,0.3557980075,0.5541315942,0.5999760788,0.4710716783,0.67578841001,0.69524845532,1.1627290517,1.585443156,2.32944444,3.13122801,4.06042852,4.51222255,4.72305715,4.14236526,3.61133999,2.56605723,1.80625071,1.380740539,0.7888705008,0.71374791202
0.3389364043,0.289572612,0.5304721946,0.4469524293,0.4846919698,0.5959656044,0.88480009424,1.0343327824,1.762188929,2.29203656,3.22144722,4.11035575,4.50140536,4.69406159,4.32977416,3.61591392,2.60120653,1.791643383,1.155826838,0.8134543594,0.66522235955
0.4259876049,0.4421582829,0.479967816,0.4725772965,0.4932362452,0.63944845178,0.80654380912,1.0425947924,1.501191333,2.32329037,3.13331173,3.9867869,4.41434258,4.78661665,4.15138304,3.64823172,2.6670938,1.902534574,1.32008128,0.8173214348,0.60875068735
0.3181237296,0.4167772289,0.6091115276,0.4879644761,0.5069014599,0.6176953619,0.7529293364,1.30606003,1.590821412,2.32695834,3.11846505,4.07815972,4.51663007,4.64595843,4.24738642,3.63688224,2.57431563,2.044244832,1.2534597182,0.8152294844,0.64247439535
0.374894035,0.2968200411,0.435711474,0.3587166933,0.4601259104,0.57118895902,1.08014041332,1.1532317337,1.583586774,2.37955852,3.09366194,4.07330538,4.49815563,4.61524096,4.14900266,3.59576176,2.6660661,1.857355931,1.239843172,0.8041927618,0.63444780419
0.249420784,0.3470135856,0.5800587636,0.4991983252,0.4654826377,0.6401521136,0.70616111772,1.0029329944,1.520425325,2.38045216,3.13347036,4.03034457,4.58123359,4.71534322,4.21353307,3.55969431,2.65890459,1.851884333,1.2489212126,0.8257259382,0.62793024705
0.3500531813,0.3767171379,0.4912181934,0.6193040446,0.5848128937,0.51137004929,0.709937846,1.1149539308,1.747264827,2.41175462,3.07268933,4.00364449,4.51896163,4.62827207,4.23208456,3.60853285,2.67739913,1.885132509,1.346765916,0.8043918248,0.56387317311
0.357298413,0.3380989425,0.6223164818,0.5349598015,0.4767475782,0.52381927949,0.7300848794,1.1345343333,1.543233927,2.34007892,3.07959088,4.0945257,4.37887625,4.65934702,4.18951813,3.59406386,2.60204739,1.76889973,1.3380489994,0.8369779204,0.5835204626
0.3842272115,0.4035124198,0.373636136,0.4994035667,0.4691758517,0.53948024141,0.80603965624,1.257559217,1.584212366,2.43127283,3.08937635,3.97464525,4.50814048,4.67267083,4.32954253,3.53913607,2.71213027,1.638945192,1.1410685464,0.838757154,0.61361072675
0.26902509,0.4857744122,0.4301017106,0.3593890499,0.5197754823,0.61945892373,0.74443794564,1.087640784,1.533777413,2.37051633,3.06471955,4.02012854,4.52778866,4.66318596,4.2923499,3.64414134,2.61834064,1.908063032,1.1810520316,0.820339646,0.46340152016
0.4076156652,0.2978352168,0.4753381546,0.5584376331,0.5980911959,0.61143341197,0.6290775275,1.3869904387,1.663394816,2.34483568,3.23429976,4.01062325,4.48197224,4.72855295,4.29858922,3.6722956,2.72012433,1.775423439,1.2308328376,0.8279113578,0.60786654008
0.2774142117,0.4214640477,0.3031993558,0.4129865387,0.5320229426,0.57427425967,0.8074020534,1.1814757907,1.489151176,2.44938989,3.15014936,4.0933924,4.48551013,4.54416262,4.11145686,3.63103301,2.59943956,1.785899739,1.2334572792,0.8387936548,0.64972066675
0.2603584853,0.4487406739,0.4020386158,0.5646954675,0.4278695451,0.6529164017,0.67939209156,1.0361566454,1.674764559,2.29042396,3.13219494,4.04332319,4.50906656,4.64631608,4.12224568,3.66984636,2.69812825,1.909249336,1.250940412,0.8076943108,0.74892117936
0.375486752,0.3547820673,0.565064334,0.5816442765,0.4755362207,0.61210026236,0.79404362064,1.1067451312,1.511484619,2.38950246,3.21011804,4.00347794,4.52809752,4.62614351,4.25910175,3.52818873,2.56782838,1.771930101,1.3151709388,0.7771229888,0.60244782718
0.3386955108,0.4042677922,0.5143537582,0.5299867029,0.4242978119,0.42636478475,0.70760543122,1.2110635841,1.683014729,2.4169094,3.0771982,4.06941398,4.4164994,4.54283824,4.27482999,3.562997,2.72898388,1.959164216,1.2137280614,0.8256569074,0.63243974494
0.3447142125,0.3983385014,0.3944693336,0.3411991338,0.5495241261,0.61543012145,0.80503420526,1.0155824311,1.371805423,2.37491542,3.07840459,4.06049351,4.47490419,4.62919043,4.23840518,3.6141183,2.51897353,1.864078736,1.2923789028,0.847681542,0.7698993185
0.3510516896,0.3569490823,0.6010141284,0.4504571353,0.514003782,0.53451353497,0.71229782762,1.1253812382,1.607540912,2.38194292,3.08726805,4.0037015,4.3890032,4.62659855,4.31658445,3.73254059,2.7043106,1.80177431,1.1875923714,0.841084751,0.59188708571
0.3937414784,0.3993053003,0.4426658626,0.2794923327,0.3024271776,0.55491111978,0.70116810664,1.0401754036,1.567013498,2.45731523,3.07552869,4.06405996,4.47452248,4.66430285,4.21127852,3.58606562,2.62841046,1.639481401,1.1674842966,0.811285206,0.61093705309
0.3469469525,0.4146059486,0.5859665478,0.6632140868,0.408890573,0.50951161719,0.8253958247,0.9304802166,1.668630948,2.33075648,3.13939284,4.01962074,4.47864553,4.64288362,4.16677849,3.59790256,2.73824545,1.677007074,1.2448158174,0.857008146,0.68791910716
0.3310085998,0.3900602373,0.545609819,0.4431721215,0.3371737714,0.66736704131,0.8423857895,0.8554296267,1.497287601,2.38674832,3.15388639,3.97066035,4.44163169,4.72477547,4.29414125,3.55464928,2.71145989,1.764813237,1.2977324008,0.8346666388,0.50384874181
0.3342043975,0.4370320891,0.5985212566,0.4973782446,0.4220947861,0.63709328377,0.7304124434,1.0658399363,1.578387305,2.37532987,3.13994532,4.0338342,4.47109402,4.61093922,4.33954325,3.54887703,2.60657253,1.729883306,1.3012085438,0.8558220288,0.6950805262
0.3509075384,0.3662915146,0.4290806064,0.4309087779,0.5029575369,0.59646679119,0.68204345302,1.083817465,1.681499486,2.25028643,3.14867476,4.0097175,4.4823054,4.61833215,4.28284462,3.63653698,2.63166827,1.902920581,1.2544874398,0.7520435236,0.61944994849
0.408078727,0.3488461316,0.437636863,0.5423493002,0.5334524169,0.53503653164,0.58267978622,1.1306718974,1.601273236,2.348065,3.12240112,4.06579057,4.48206569,4.70882343,4.32878299,3.49533869,2.67735062,1.857502138,1.219779636,0.8083198948,0.60701813042
0.3303070101,0.4133910225,0.4958854512,0.5217718875,0.4655530137,0.6893849566,0.59808628972,1.0400134413,1.447177555,2.33922996,3.11343617,4.0489857,4.4898364,4.53663515,4.34775681,3.58745887,2.59215219,1.855085338,1.3187326406,0.8914912868,0.53119713328
0.3605748882,0.3942642085,0.48542467,0.5250912305,0.4674524061,0.60334818477,0.70114066224,1.1793998016,1.596219947,2.36874109,3.14962544,4.05756884,4.56171129,4.77025037,4.20848801,3.64673701,2.60619886,1.8922128,1.0802422064,0.7977056498,0.49600923409
0.3013138912,0.4067327631,0.4445845922,0.4811105857,0.4389700894,0.61479220459,0.70969205432,1.2902673715,1.632474107,2.27967571,3.05943457,4.02910974,4.48115984,4.59621006,4.25323169,3.60483651,2.66294634,1.863501849,1.2066961924,0.8135599826,0.63674753609
0.4415170717,0.4424457249,0.540899446,0.5332416986,0.4946248275,0.56664626878,0.77466993526,1.2685275053,1.56996654,2.30460875,3.17898213,4.03052347,4.35375631,4.68278122,4.22642229,3.56376865,2.64782715,1.7198256,1.213199612,0.8334276248,0.63866483774
0.3883972027,0.3171591575,0.5937478816,0.4989818115,0.3589737172,0.61178081408,0.63960829704,1.0567449063,1.636909943,2.34273564,3.1200207,4.0430631,4.5219515,4.65584135,4.22697879,3.59025767,2.55510184,1.888536653,1.164861751,0.87762737,0.56150991849
0.33405375,0.3182560385,0.41187703,0.4174501548,0.3905760534,0.60685780498,0.62668878552,1.1109114956,1.564023732,2.34145597,3.11619012,4.06326408,4.58873203,4.60502874,4.27582936,3.60119698,2.65393666,1.729184634,1.3278047596,0.8286506526,0.56643810282
0.429343646,0.3922200462,0.4631369406,0.6694271602,0.4374829969,0.45864352974,0.7351340498,1.1029277651,1.531279227,2.31714838,3.1297699,4.01737857,4.47454263,4.63335377,4.23851903,3.53216163,2.58012023,1.761506725,1.3106777226,0.8550867628,0.65459765525
0.2912763513,0.4541327342,0.3921735898,0.4488201568,0.4213083517,0.51168263915,0.68445365004,1.041879946,1.568382322,2.39038385,3.13646004,4.05297871,4.55074767,4.62922668,4.26713644,3.53767378,2.49860611,1.948009874,1.357221526,0.813929623,0.43958478377
0.3612840362,0.4443844373,0.4987590456,0.5030244602,0.3690768794,0.63214922244,0.86691850512,1.3175851413,1.61191188,2.31088056,3.18396617,4.05183311,4.57479118,4.65681246,4.12727439,3.5751387,2.58997892,1.701533944,1.2901448378,0.8263474578,0.57441266886
0.354716802,0.307141755,0.413879574,0.6392117888,0.4786612366,0.56737945768,0.66603995812,1.2302944506,1.802550008,2.42819808,3.22773539,4.05787779,4.53309372,4.59069355,4.28490414,3.7121327,2.62421015,1.777466698,1.1546400188,0.8303729526,0.59990677329
0.4419801664,0.5541697356,0.6225896482,0.3833622282,0.3860354396,0.57922372118,0.7173123144,1.0663180186,1.696480579,2.30035583,3.09947466,3.94110045,4.46652004,4.66713013,4.04022371,3.66560949,2.72238693,1.807266287,1.1613832946,0.8028888028,0.57513253706
0.3893553145,0.3650066605,0.354793751,0.553835423,0.5248642808,0.53486060067,0.4696375548,0.9190985326,1.632197948,2.30782188,3.10506821,4.08304233,4.5143553,4.69688484,4.21130705,3.55199265,2.7133204,1.757509644,1.2314994656,0.8557570468,0.63571122259
0.301335915,0.2742551457,0.629254578,0.5324947168,0.5908175271,0.61345667544,0.72304852462,1.2138833905,1.591873453,2.30003081,3.20883045,3.99993582,4.45943603,4.62575371,4.25039665,3.66669412,2.68422765,1.79483216,1.3833819484,0.88383417,0.54922984405
0.4351771719,0.3891470126,0.418835397,0.3188467029,0.5205897225,0.5911450257,0.62472582064,1.1371342609,1.551329725,2.33921785,3.11370427,4.02988976,4.47419336,4.66069975,4.10845078,3.70194486,2.66695577,1.7550155,1.1638859958,0.810310317,0.64427920995
0.3577169252,0.3126386962,0.5501841252,0.4862455076,0.381849609,0.5863791901,0.65345904672,0.9975875378,1.611529904,2.30938585,3.07945268,4.00926647,4.43824799,4.69822966,4.28240206,3.60949966,2.7608834,1.903793806,1.2113389506,0.8100868818,0.5989199068
0.4358779114,0.5318487234,0.641437378,0.5088769178,0.4022261304,0.589342108,0.801756886,1.1283147717,1.492242472,2.28692652,3.07660103,4.08804271,4.47622452,4.6687063,4.27323376,3.57031687,2.64268879,1.643137348,1.2962249992,0.820506175,0.5941470559
0.3367441547,0.4459253737,0.2438814776,0.5756564131,0.3507505162,0.50515633889,0.73525305,1.2531837916,1.670109428,2.3742128,3.14786633,4.05611869,4.53390212,4.49968657,4.40159997,3.61319224,2.56920939,1.701156109,1.2810491216,0.8103874858,0.60102998219
0.3667338148,0.357632222,0.4501563854,0.5074569815,0.4924661194,0.57903208997,0.6338219504,0.9653626237,1.691134842,2.28685339,3.15374828,4.00650838,4.39712736,4.76069227,4.1575371,3.63995321,2.63818785,1.698519828,1.3546793054,0.8702302618,0.60675331274
0.3085344349,0.3684472754,0.509509865,0.4783272086,0.4570646496,0.45434577736,0.92203340502,1.1608157648,1.499529898,2.32127551,3.186631,4.00219451,4.55499657,4.76730926,4.22770583,3.60224084,2.62400722,1.827832629,1.282020316,0.8414015428,0.5753857301
0.3587976509,0.435363838,0.4841257386,0.3319911839,0.438578798,0.57010019149,0.6538148864,1.1364908059,1.54433883,2.31374446,3.08990037,4.0103673,4.44458064,4.67066008,4.24558704,3.58565512,2.58563658,1.657468435,1.344816073,0.849899496,0.53267109429
0.3582344595,0.3871561803,0.3715618532,0.4437539266,0.4683182491,0.61977223218,0.85246645372,1.0646402838,1.626116961,2.35733892,3.20320436,4.04845756,4.50345674,4.67550199,4.20970253,3.58403446,2.62689526,1.789799214,1.2686673038,0.825043523,0.65875155185
0.3634218502,0.289060241,0.3459959364,0.570989981,0.4251638017,0.56479459685,0.867497876,1.0776301397,1.690017708,2.34334084,3.17432676,3.99915599,4.45554018,4.6860149,4.19759743,3.54323896,2.63234662,1.722518779,1.190191904,0.824499172,0.65679127476
0.3013893794,0.443872642,0.4126948228,0.5333073629,0.4425719768,0.47499482817,0.83217844824,1.1328762145,1.617566233,2.39343047,3.14257351,4.06107451,4.46667041,4.66557825,4.22549997,3.65597417,2.70594766,1.770029034,1.2097433406,0.8270380068,0.51659902906
0.359454162,0.426482063,0.5013364066,0.4096695938,0.3832408297,0.61315617822,0.79134826434,1.1763161494,1.512902257,2.25966581,3.17925834,4.00635808,4.48306919,4.70505397,4.28722346,3.670943,2.48994986,1.755600447,1.1292684588,0.799675719,0.41533548229
0.3239704963,0.3778481164,0.3293700666,0.4829789009,0.5472078082,0.6392124529,0.61502343396,0.9963315338,1.628481097,2.34236191,3.13452241,4.04179182,4.47180076,4.70637813,4.24845497,3.60388593,2.65372132,1.853318194,1.2173145756,0.7902760336,0.654922553
0.337210661,0.3962106902,0.5846339386,0.4151385496,0.4089363388,0.55472497919,0.78157313402,0.9934278819,1.766328266,2.29782903,3.11360256,4.02965012,4.53567734,4.65965181,4.2783237,3.62067465,2.62987691,1.786837962,1.3731970488,0.7519867486,0.56589856826
0.4011590108,0.3683304558,0.4726002814,0.5252101652,0.4838511051,0.48093898927,0.7945323703,1.242919804,1.474946138,2.3195532,3.13380746,4.0886479,4.31266,4.61329944,4.3658739,3.69993015,2.76447848,1.615515092,1.2457161416,0.7806854338,0.6125036675
0.4526942856,0.3839016832,0.4905540408,0.3915594806,0.5184739321,0.51592749424,0.7920520144,0.946052181,1.794506966,2.36495928,3.21797823,4.05409587,4.53119273,4.72731006,4.19414493,3.59281276,2.67648525,1.854410898,1.0269430932,0.8517517786,0.41683749037
0.3707927656,0.3892235981,0.3905957598,0.4052409899,0.5033949547,0.6240702123,0.75718305474,1.262401159,1.729838486,2.33078083,3.16552441,4.044363,4.49136807,4.64944386,4.10713879,3.54455906,2.60683253,1.855747416,1.261570609,0.813080611,0.71408429149
0.3414477775,0.4009822793,0.5720310802,0.5595305892,0.5109643488,0.56606052105,0.5424289639,0.9779261685,1.731414613,2.38282437,3.16876189,4.0792036,4.48373512,4.70932694,4.30064479,3.58501762,2.61587066,1.615425607,1.1448944416,0.831254477,0.69176911391
0.3765344926,0.3989581013,0.447152601,0.6136082962,0.470889563,0.57235450319,0.5421483011,1.1005012958,1.552259872,2.39824817,3.17341297,4.04651599,4.39120886,4.63431663,4.17397639,3.59139096,2.59112038,1.744344397,1.1362148624,0.791267189,0.67670192916
0.311256424,0.4088539751,0.5160751474,0.4230688938,0.5053761519,0.52649155031,0.7810440156,1.221328704,1.535394199,2.31406937,3.1131071,4.14597229,4.47613099,4.69201046,4.19182524,3.65998757,2.50556465,1.827239609,1.0562283672,0.805614484,0.64544087509
0.2933573419,0.4456548269,0.5704599352,0.5134653719,0.3982007521,0.7760881871,0.75039536574,1.0830800851,1.81798181,2.3452135,3.17020796,4.11293511,4.43311356,4.67843101,4.25809848,3.55445835,2.73111235,1.845514893,1.2410055214,0.8608102414,0.67884878144
0.3384846166,0.3964750949,0.7316526532,0.5071307763,0.3268701624,0.55004835647,0.6923920183,1.1748493738,1.621904503,2.34196792,3.04975453,4.09261261,4.57017649,4.64255039,4.18726347,3.68830038,2.68544211,1.903927925,1.1639741794,0.843477311,0.51110988551
0.2961776081,0.3664245964,0.5507344008,0.5925094693,0.5036927765,0.67871446092,0.75688437904,1.0245882016,1.693673667,2.48468547,3.20136416,4.13431407,4.4674626,4.56151568,4.29662742,3.60638417,2.73482113,1.902083724,1.3042765336,0.847876549,0.53997082346
0.3348309839,0.4580919173,0.3149966646,0.5420807926,0.3589159767,0.55101493062,0.85119962704,0.9227219201,1.653365473,2.28941247,3.11561354,3.99198227,4.51273862,4.68815144,4.16488137,3.60515731,2.61917326,1.868018951,1.362456963,0.817959225,0.68907985134
0.3542723646,0.2922883086,0.3437357746,0.6001083843,0.4246910171,0.60547676237,0.78195040502,1.0745041286,1.651155724,2.4720971,3.04496953,4.08631636,4.50320082,4.74425712,4.00823087,3.55044921,2.5489884,1.866637845,1.2299323538,0.8018083448,0.59178198209
0.3749168333,0.4318623022,0.6001855038,0.5355052895,0.6041422384,0.65620736984,0.60733592394,1.1195607025,1.523272862,2.26949607,3.13654946,4.13269734,4.62325203,4.62633434,4.15760626,3.65395545,2.78442741,1.704808053,1.1048708614,0.8065894338,0.57074378379
0.4083212182,0.3257613782,0.5485643558,0.6110036222,0.4087420626,0.53374331489,0.83015769062,1.1341885579,1.533501178,2.32361532,3.11535743,4.08717749,4.50059301,4.64470335,4.12108413,3.6165761,2.71999046,1.875712552,1.2590203754,0.883992648,0.66934692844
0.3503740895,0.3776124716,0.4789168338,0.626539434,0.5505596828,0.55587850725,0.78340468762,1.0733755216,1.678688517,2.34791484,3.15533258,3.97239078,4.56899037,4.61467208,4.22874563,3.60452372,2.66011093,1.855064821,1.2609095956,0.8659081778,0.73179051452
0.4083365375,0.2689185883,0.5022042712,0.4665500519,0.5741013186,0.67307988108,0.7017477915,1.1409599898,1.528841925,2.38969741,3.11507712,3.97301223,4.5301164,4.68695723,4.14678873,3.58879523,2.612158,1.814127194,1.2734698458,0.8425308548,0.66679518747
0.2466666432,0.3637614149,0.5392890162,0.5803238798,0.4503413663,0.4968858295,0.689577932,1.076547136,1.652228033,2.37995257,3.1403434,4.06020098,4.53677384,4.73167279,4.07149386,3.63685804,2.67787463,1.696163903,1.223366866,0.8417631106,0.56743212639
